"","X","x"
"267","pcurve",6
"276","ttrTests",6
"322","SNPMaP.cdm",6
"337","dcemri",6
"360","eigendog",6
"373","SciencePo",6
"404","pgmm",6
"407","DBI.RPgSQL",6
"414","phybase",6
"435","rPorta",6
"453","InfNet",6
"456","edesign",6
"472","BINCO",6
"489","ebayesthresh",6
"545","frbf",6
"552","SpatialPack",6
"554","EasyUpliftTree",6
"555","MCMCtGARCHM",6
"556","DBI.RODBC",6
"557","IniStatR",6
"558","MSVAR",6
"560","HighProbability",6
"562","exactDistr",6
"578","iid.test",6
"591","connectedness",6
"605","dyad",6
"606","edci",6
"611","colcor",6
"650","EstSimPDMP",6
"661","PhySim",6
"680","SSOAP",6
"681","Rdbi.PgSQL",6
"695","bayesCGH",6
"109","ggcolpairs",5
"123","Metadata",5
"138","Rdbi",5
"143","opencpu.demo",5
"227","femmeR",5
"232","AnalyzeIO",5
"242","stochmod",5
"244","postgwas",5
"251","RExcelInstaller",5
"261","driftsel",5
"264","opencpu.encode",5
"266","fairselect",5
"289","envelope",5
"306","charlson",5
"311","tsp",5
"312","fuzzyOP",5
"325","tonymisc",5
"330","cthresh",5
"346","gcl",5
"348","gnlm",5
"371","msProstate",5
"422","dprep",5
"423","graphite",5
"430","Malmig",5
"431","grasper",5
"452","cloudRmpiJars",5
"576","gcolor",5
"582","sspir",5
"648","MDD",5
"49","gausspred",4
"99","pamctdp",4
"104","popPK",4
"105","pycno",4
"122","iWebPlots",4
"137","dseplus",4
"140","gdor",4
"145","sinartra",4
"228","moc",4
"229","divisors",4
"239","openNLPmodels.en",4
"260","celsius",4
"262","compOverlapCorr",4
"263","ndvits",4
"265","ttime",4
"284","dcens",4
"290","FortranCallsR",4
"291","digitize",4
"296","lemma",4
"298","survivalBIV",4
"299","event.chart",4
"300","gppois",4
"304","calibFit",4
"314","sifds",4
"349","distributions",4
"350","curvclust",4
"409","rtv",4
"550","geofd",4
"553","odprism",4
"569","hot",4
"574","impute",4
"577","cir",4
"57","geneARMA",3
"58","graphComp",3
"67","ropensnp",3
"72","dynpred",3
"73","mchof",3
"91","stratasphere",3
"97","ctarma",3
"98","gamesNws",3
"100","skewtools",3
"101","climate.plot",3
"102","probemapper",3
"103","rImpactStory",3
"106","validator",3
"108","int64",3
"117","dmRTools",3
"118","emudata",3
"119","genomatic",3
"120","glrt",3
"121","lcmr",3
"126","flexCrossHaz",3
"131","sessionTools",3
"132","snort",3
"141","finebalance",3
"191","crq",3
"222","monoProc",3
"223","sampfling",3
"224","spssDDI",3
"225","npmc",3
"226","qvalue",3
"231","grnnR",3
"234","hopach",3
"235","knorm",3
"236","ljr",3
"237","marginTree",3
"238","orth",3
"248","msProcess",3
"249","segclust",3
"273","qgen",3
"295","el.convex",3
"297","longRPart",3
"321","readMETEO",3
"340","edtdbg",3
"341","jit",3
"342","kerfdr",3
"343","maanova",3
"344","RLadyBug",3
"400","LumiWCluster",3
"402","iSubpathwayMiner",3
"403","convevol",3
"415","ConnMatTools",3
"424","knnflex",3
"425","lodplot",3
"426","mapLD",3
"427","muUtil",3
"542","dclong.spt",3
"544","dirichlet",3
"548","flubase",3
"549","nga",3
"551","rriskBayes",3
"570","muS2RC",3
"571","nFDR",3
"572","rake",3
"573","rimage",3
"604","gsc",3
"691","hdf5",3
"48","pcrsim",2
"50","maxLinear",2
"54","compositionsGUI",2
"55","rpartOrdinal",2
"59","colSums",2
"60","dataframe",2
"69","spclust",2
"70","profanal",2
"71","gRcox",2
"74","googlebigquery",2
"75","iGenomicViewer",2
"76","mapReduce",2
"77","medAdherence",2
"78","mixfdr",2
"79","mnspc",2
"80","motmot",2
"81","mtcreator",2
"82","ocomposition",2
"83","ppMeasures",2
"84","productplots",2
"85","rconifers",2
"86","rmac",2
"87","RthroughExcelWorkbooksInstaller",2
"88","sabreR",2
"89","satin",2
"90","sculpt3d",2
"92","SWordInstaller",2
"93","trex",2
"94","two.stage.boot",2
"95","unknownR",2
"96","vmv",2
"107","openNLPmodels.es",2
"113","splines",2
"114","empiricalBayes",2
"115","siatclust",2
"116","splinesurv",2
"127","survival4",2
"128","lme",2
"136","spGoogle",2
"139","govdat",2
"148","mfr",2
"192","knncat",2
"193","lago",2
"194","msBreast",2
"195","msDilution",2
"196","mvtnormpcs",2
"197","ncomplete",2
"198","nonbinROC",2
"199","noverlap",2
"200","paltran",2
"201","papply",2
"202","permax",2
"203","phpSerialize",2
"204","predbayescor",2
"205","proptest",2
"206","qAnalyst",2
"207","qqplotter",2
"208","realized",2
"209","richards",2
"210","rqmcmb2",2
"211","rrp",2
"212","sdtalt",2
"213","simco",2
"214","similarityRichards",2
"215","stream.net",2
"216","surv2sample",2
"217","time",2
"218","twslm",2
"219","uncompress",2
"220","urn",2
"221","yest",2
"233","roxyPackage",2
"247","neural",2
"259","spatclus",2
"283","limma",2
"285","helpr",2
"286","ipptoolbox",2
"287","lda.cv",2
"288","makesweave",2
"292","ppr",2
"293","filterviewR",2
"294","nloptwrap",2
"308","aroma.light",2
"309","rmutil",2
"310","vtcl",2
"391","infochimps",2
"392","latticedl",2
"393","log10",2
"394","marelacTeaching",2
"395","margLikArrogance",2
"396","nnc",2
"397","nncRda",2
"398","easystab",2
"399","makeR",2
"536","arnie",2
"540","mirf",2
"541","mrt",2
"543","repeated",2
"546","growth",2
"547","hof",2
"559","ensemble",2
"565","hydrosanity",2
"566","ig",2
"567","minet",2
"568","ppc",2
"1","tapiR",1
"2","ratetables",1
"3","CompModSA",1
"4","gazetools",1
"5","hacks",1
"6","halp",1
"7","integrativeME",1
"8","iv",1
"9","knn",1
"10","last.call",1
"11","mecdf",1
"12","mspath",1
"13","mtsc",1
"14","nnDiag",1
"15","nutshellDE",1
"16","nvis",1
"17","ofp",1
"18","paloma",1
"19","pfda",1
"20","pgfSweave",1
"21","phitest",1
"22","phull",1
"23","pkDACLASS",1
"24","press",1
"25","pressData",1
"26","quaternions",1
"27","revoIPC",1
"28","rrv",1
"29","rTOFsPRO",1
"30","rvmbinary",1
"31","rWMBAT",1
"32","s3x",1
"33","scaleCoef",1
"34","skellam",1
"35","skills",1
"36","speedR",1
"37","spef",1
"38","steepness",1
"39","stringkernels",1
"40","svcR",1
"41","tabplotGTK",1
"42","triads",1
"43","twopartqtl",1
"44","uniPlot",1
"45","voronoi",1
"46","wvioplot",1
"47","xterm256",1
"51","cheatmap",1
"52","gtkDevice",1
"53","nprq",1
"56","nls",1
"61","melody",1
"62","pmc",1
"63","rHadoopClient",1
"64","rlandscape",1
"65","rngSetSeed",1
"66","rolasized",1
"68","RTriangle",1
"112","sentiment",1
"124","sprint",1
"125","tcltk",1
"135","snpXpert",1
"149","inetwork",1
"150","knnFinder",1
"151","knnTree",1
"152","latentnetHRT",1
"153","lnMLE",1
"154","logilasso",1
"155","lvplot",1
"156","mclust02",1
"157","mlCopulaSelection",1
"158","mlica",1
"159","mmlcr",1
"160","mota",1
"161","normwn.test",1
"162","ofw",1
"163","openNLPmodels",1
"164","PARccs",1
"165","pARtial",1
"166","pga",1
"167","pinktoe",1
"168","poplab",1
"169","r2lUniv",1
"170","rankreg",1
"171","resper",1
"172","rggm",1
"173","rjacobi",1
"174","scope",1
"175","sigma2tools",1
"176","singlecase",1
"177","sma",1
"178","spectrino",1
"179","staRt",1
"180","stochasticGEM",1
"181","surveyNG",1
"182","tdist",1
"183","titecrm",1
"184","tradeCosts",1
"185","tutoR",1
"186","uroot",1
"187","vabayelMix",1
"188","varmixt",1
"189","vbmp",1
"190","verify",1
"279","egarch",1
"280","funfits",1
"281","muscor",1
"282","tagcloud",1
"390","interactivity",1
"537","gtm",1
"538","nytR",1
"539","Xmisc",1
